created_at,id,full_text,retweet_count,favorite_count,user_id,user_name,user_screen_name,user_description,user_location,user_created_at,lat,long,neg,neu,pos,sentiment
2019-05-17 21:07:00,1129493545302126592,".@Centrelink sorry after apparent error leaves woman with $3,500 debt and no income #robodebt #Welfare #Election19 @TheIPA's #scomo #29832 https://t.co/1d0spIbQsQ https://t.co/Fas9RICYC0 ++   n/a #auspol #Ausvotes",3.0,1.0,373149557.0,💧 Sur Plus,otiose94,Documentation! Qué?,Canberra,2011-09-14 02:31:09,-35.2809368,149.1300092,0.8860567,0.1079959,0.0059473533,-0.88010937
2019-05-18 08:34:02,1129666441588891648,"Election Day 2019: The polls have just closed and counting is now underway. @billshortenmp is on track to lead the Labor Party to victory, while @ScottMorrisonMP is insisting it'll go down to the wire. https://t.co/a2PyjkCCwT  @telester #ausvotes #7NEWS https://t.co/1UliWPxL51",0.0,1.0,63362429.0,7NEWS Australia,7NewsAustralia,@7NewsSydney @7NewsMelbourne @7NewsBrisbane @7NewsAdelaide @7NewsPerth https://t.co/DU1c7lI1wg,Australia,2009-08-06 03:54:12,-25.274398,133.775136,0.008658148,0.80493057,0.18641134,0.17775318
2019-05-12 23:25:04,1127716348736331776,Rust comes off at Tamworth candidates’ forum: @NewEnglandLady4 reports on #NewEnglandVotes https://t.co/llKZwduYUi #auspol #ausvotes,2.0,0.0,1184469222.0,No Fibs,NoFibs,"No Fibs seeks truth & facts. Find your inner Citizen Journalist & join us to report, suggest, write, reblog, retweet important stories. Logo by Mark Sehler.",Australia,2013-02-16 03:10:00,-25.274398,133.775136,0.12206851,0.85395956,0.023971913,-0.098096594
2019-05-18 14:14:40,1129752162823823361,So the PM”s going to burn for me? Burn coal does he mean? #AUSVote19 #AusPol,0.0,3.0,2179688341.0,andrea mayes,andreamayes11,ABC Journalist and digital news producer. Views my own and not my employer's.,"Perth, Western Australia",2013-11-07 08:58:00,-31.9505269,115.8604572,0.41412047,0.5625208,0.023358682,-0.3907618
2019-05-17 22:49:02,1129519223217065984,Reading election coverage written for non-Australians is fascinating. This one’s worth a read just for its incisive descriptions of all the major political figures. https://t.co/eAoGILIWkx,0.0,0.0,34650483.0,Grace 🌈,isthisthegrace,"Law graduate, founder + director of @weighfreemay, aspiring optimist.","Perth, Western Australia",2009-04-23 16:03:46,-31.9505269,115.8604572,0.0075382185,0.10645575,0.88600606,0.87846786
2019-05-20 00:28:14,1130268960379695104,Stop paying out on #Queenslanders! Our Labor strategy and communications experts designed a campaign that failed to inpsire or engage huge swathes of people. We failed. Not them. #auspol,0.0,0.0,18199916.0,Emma Walters,lazyema,Funster.,Sydney,2008-12-17 21:11:18,-33.8688197,151.2092955,0.9233231,0.070422135,0.0062547806,-0.9170683
2019-05-18 11:32:45,1129711415781019648,"as the media endlessly told us, labor's downfall was the backstabbing over leadership - funny how the lnp backstabbing was barely mentioned during this campaign - media has determined the winner, yet again
#auspol #AusVotes2019 https://t.co/D3VMxX1wmk",0.0,3.0,1276177524.0,alan 555,gobbledeegook,the rich have convinced the middle class to blame the poor,northern plains nsw australia,2013-03-17 22:43:16,-31.2532183,146.921099,0.65163124,0.3072004,0.04116831,-0.6104629
2019-05-15 20:40:32,1128762106835116032,"Signs supporting controversial neo-nazi senator Fraser Anning were attached to a pole in the middle of Canberra's rainbow roundabout on Wednesday morning, but were taken down less than two hours later by normal Australians. https://t.co/i3TRtxs9ow #Ausvotes #Auspol",4.0,5.0,2271434736.0,GuyFawkesSJW,GuyFawkesSJW,Loves repeating things.,Australia,2014-01-01 09:51:55,-25.274398,133.775136,0.36632824,0.61814225,0.015529522,-0.35079873
2019-05-17 23:31:01,1129529788580782081,"since #WW2 is but hours away. Make no mistake @annabelcrabb, @MichaelPascoe01, @zdaniel &amp; @JEChalmers , #AusVotes2019 is of planetary consequence, if @Birmo's repugnant @POTUS-rimming mob wins, they will heed the @WhiteHouse's loudly beating belligerent drums &amp; #Auspol-ia will",0.0,0.0,108577207.0,Ian Carter,venusboy1977,"Guess the age? I love my 2 cats! Why, when, and who. How and what. Answer now or maybe not...:) Quizzicality, the newest name for our reality.","Launceston, Tasmania",2010-01-26 11:14:29,-41.43322149999999,147.1440875,0.60168546,0.35924655,0.039067958,-0.5626175
2019-05-18 12:16:00,1129722300641603585,"Remember we live in a wonderful country. We choose our govt with pencils, not rifles. And even if your preference doesnt get in, the sun will shine and we will still have bbqs beer and sport on a sunday, and call each other mate.
#ausvotes #AUSVote19 #auspol19",0.0,4.0,142913604.0,💧James Deep,james_deep,"Professional red ragger and possum stirrer. 
I follow politics (and Eurovision) like most blokes do football.","Sydney, New South Wales",2010-05-12 02:36:24,-33.8688197,151.2092955,0.050016608,0.26335466,0.68662876,0.6366122
2019-05-18 13:59:50,1129748433428996102,Aww @ScottMorrisonMP’s daughters are so happy! What a beautiful moment for them #auspol,0.0,1.0,14558910.0,Scotty McDonald,Scotty_McDonald,"Deeply in love with news & interesting stories. Social Media Producer for @hit105brisbane📱Anchor for Those Two Girls, weekdays 5-6am @hitnetworkaus 📻","Brisbane, Qld",2008-04-27 15:37:01,-27.4697707,153.0251235,0.0038033484,0.008804862,0.98739177,0.9835884
2019-05-16 04:02:39,1128873370714435585,"Rally starts with promo video for Shorten, but with more shots of western Sydney MPs and candidates than the one we saw at the Labor launch in Brisbane a few weeks back.

Seeing as that’s where we are @politicsabc #ausvotes",2.0,1.0,786307086.0,Matthew Doran,MattDoran91,Federal Political Reporter w @abcnews & @breakfastnews - Proud South Australian. Cheese enthusiast. Tweets & RT are mine. Telegram - MatthewDoran. Open DMs.,"Capital Hill, Canberra",2012-08-28 05:59:07,-35.3081,149.1244,0.012516355,0.90401137,0.08347228,0.070955925
2019-05-17 23:15:00,1129525756130779136,"About to head out and #vote although sadly like other years, I might suspect that there's no #democracysausage at my booth :'(
#auspol",0.0,0.0,2799971880.0,Marky Dav,markdavaus,Child of the internet.,Australia,2014-09-09 14:21:01,-25.274398,133.775136,0.80821824,0.17763215,0.014149625,-0.79406863
2019-05-18 10:29:48,1129695573366284288,Can you be any more smug Barnaby? You haven't won yet #ausvotes,0.0,4.0,168914759.0,Chris Crouch,thecrouchpotato,Currently own @happyvalleyshop,"Melbourne, Victoria",2010-07-21 02:41:56,-37.8136276,144.9630576,0.90717167,0.084582284,0.008246043,-0.8989256
2019-05-18 11:16:48,1129707404059238400,"""Tony was not on the same page"". https://t.co/oABhym4ho6 #Auspol #Ausvotes",2.0,16.0,15250661.0,news.com.au,newscomauHQ,Australia's number one news site. Bringing you the latest breaking news from Australia and around the world.,Australia,2008-06-27 02:03:07,-25.274398,133.775136,0.509588,0.46877584,0.021636207,-0.4879518
2019-05-12 05:09:19,1127440597642399745,"@g_sausages @RebeccaHallAUS Since someone asked, as a dual Aussie-US citizen I was granted a waiver from the @AusElectoralCom to put mustard on my #democracysausage 😀😀😀
#ausvotes #australiavotes #auspol",0.0,2.0,105097577.0,James Cahill,jcnerd,"Researcher, writer, political nerd. Currently working for Melbourne School of Govt. Views are entirely mine. Also podcast & tweet from @GDayPatriots","Brisbane, Queensland",2010-01-15 10:37:51,-27.4697707,153.0251235,0.013356416,0.38163623,0.6050074,0.591651
2019-05-18 15:41:03,1129773901708505093,I've never ever posted to expressed my political views online.... but this sums up how I am feeling right now 👏🏼👏🏼👏🏼 #auspol #australiavotes2019 https://t.co/khMgeulLFp,0.0,2.0,2529851162.0,Josh,joshhortinela,Proudly brought to you by coffee,Sydney,2014-05-28 11:58:49,-33.8688197,151.2092955,0.061042495,0.30237302,0.63658446,0.575542
2019-05-14 21:48:33,1128416835467001856,"Transport promises for Election 2019: the good, the bad and the downright ugly https://t.co/kPBIiNYJ4P #auspol",3.0,0.0,918299444.0,Paul Austin,PaulNAustin,"Media professional. Politics, economics, sport, culture, society, the lot. paul.austin@grattan.edu.au","Melbourne, Australia",2012-11-01 05:24:07,-37.8136276,144.9630576,0.41426197,0.5345674,0.051170636,-0.36309132
2019-05-16 10:50:24,1128975983766196225,This statement is inappropriate on so many levels. Bob Hawke was ALL Labor and Labor was ALL of Bob Hawke. Shame on you Tony. #BobHawke #Vale #auspol https://t.co/UNfZ4KYkuO,0.0,0.0,111850496.0,Scott Thompson,scott_thompson1,#RHOBH 💎,"Sydney, New South Wales",2010-02-06 10:15:28,-33.8688197,151.2092955,0.8940514,0.09991526,0.006033327,-0.8880181
2019-05-18 15:20:20,1129768690214477824,Yeah nah. Bubble. #auspol https://t.co/HCDlWrgXLg,0.0,0.0,17221135.0,Fiona Caldarevic,FionaMagic,Political junkie and greenie. Music fan. Eurovision obsessive. Blocked by @Racing_NSW. For my musician account see @CaldarevicMusic. 🌳🇦🇺,"Sydney, New South Wales",2008-11-06 22:31:25,-33.8688197,151.2092955,0.6587364,0.3127114,0.028552193,-0.63018423
2019-05-18 06:49:21,1129640097219932161,Just finished a couple of hours handing out @Greens HTV at my local booth. Fantastic weather and a very convivial atmosphere. Top notch democracy Australia! Well done! #auspol,0.0,2.0,41300366.0,Aidan,allsumnull,Bio bio bio-bio bio bio bio,Australia,2009-05-20 05:02:50,-25.274398,133.775136,0.0030680993,0.013428868,0.98350304,0.98043495
2019-05-20 04:12:06,1130325298241609728,A welcome – but predictable – victory #auspol  https://t.co/JMrhGDo2KH,0.0,0.0,36346026.0,(((uɐʇʎɐ))),AytanOfficial,"✡ עם ישראל חי ✡ 
'you are the only people who think it a disgrace to be the servants to those to whom all the world has submitted'
Josephus 
The Jewish Wars","Perth, Australia",2009-04-29 12:33:05,-31.9505269,115.8604572,0.014129163,0.18165897,0.8042118,0.79008263
2019-05-19 23:46:45,1130258522183163904,"@Studio10au #Studio10
Good election post-mortem on now #AUSVote19 #AusPol",0.0,1.0,84570141.0,Mark ⭐⭐⭐,Melbourne_3000,"AUSPOL - AVIATION - CINEMA - DESIGN - DOGS - HUMOUR -  11:11
LAW OF ATTRACTION  - 
LAW ENFORCEMENT -  
THEATRE -   QANON - QARMY - WWG1WGA🌏",Melbourne Australia,2009-10-23 11:52:05,-37.8136276,144.9630576,0.029611733,0.6977115,0.27267668,0.24306494
2019-05-18 17:41:34,1129804233513918470,"So, following Trump, Brexit and now #AustraliaDecides, is polling officially cancelled?",1.0,15.0,1461777931.0,A/Prof Kate Seear,Kate_Seear,Academic @MonashLawSchool; ARC DECRA Fellow; Lawyer; A/Dir @smls_clc. Law & drugs/sport/gender/#STS. One of @outersanctum01. #AlwaysHawthorn Views mine,"Melbourne, Australia",2013-05-27 10:14:27,-37.8136276,144.9630576,0.6785429,0.3135579,0.007899156,-0.67064375
2019-05-19 13:07:19,1130097604233007105,so disappointed with the #auspol results. really wishing we would introduce a MMPR (Mixed-Member Proportional Representation) system in Australia. (MMPR explained here https://t.co/KLOJioVpWd),0.0,1.0,113616577.0,Alycia Hewer,lalycia,"Set goals, kick ass, repeat. ⚫️⚪️","Melbourne, Victoria",2010-02-12 12:19:55,-37.8136276,144.9630576,0.8781686,0.11391207,0.007919388,-0.8702492
2019-05-17 08:41:11,1129305853503320064,#ThisIsAustralia #ausvotes19 #auspol #journalism #ausmedia #abcyours https://t.co/n8OFIVfxUP,0.0,1.0,65607720.0,Andrew Heslop,AndrewHeslop,ABC Broadcaster • Keynote Speaker • MC • Award-winning Social Entrepreneur • Commentator • Australia Day Ambassador • Neighbour Day founder #BeInspired,"Melbourne, Australia",2009-08-14 10:31:11,-37.8136276,144.9630576,0.32042992,0.65428805,0.025282009,-0.29514793
2019-05-13 12:03:16,1127907159545507840,@sallymcmanus Haven’t they got enough to do already?? #Appalling #NoNotion #ausvotes,0.0,1.0,284350411.0,Deborah Tobias,DeborahTobias,Lives & works on Gadigal Land. Don’t presume retweets are endorsements,"Sydney, Australia",2011-04-19 03:49:08,-33.8688197,151.2092955,0.88948596,0.10241727,0.008096761,-0.8813892
2019-05-13 04:11:59,1127788554728329216,You would think someone who really cared about workers would call for this blokes reinstatement ? What about it @billshortenmp ? #crickets #auspol https://t.co/dpTYLDA6cf,51.0,83.0,531881411.0,Campbell Newman,CampbellNewman,Former Premier of Queensland.,"Queensland, Australia",2012-03-21 03:21:52,-20.9175738,142.7027956,0.7011256,0.28044942,0.018424977,-0.68270063
2019-05-20 03:27:08,1130313982500192256,@SkyNewsAust @SheradynNews What did you expect? Labor is basically an extension of the Greens. #auspol #Billary,1.0,2.0,9.332370590487676e+17,Bronwyn J Hansen: Writer,bron_hansen,Trans. Conservative. Patriotic. Opinions my own. RT ≠ endorsement. 🏳️‍🌈,"Latrobe Valley, Victoria, Australia",2017-11-22 07:33:48,-38.20847000000001,146.47115,0.6222524,0.35643518,0.021312373,-0.60094005
2019-05-18 10:58:09,1129702707650895873,Zali Steggall out here calming my soul. #AusPol #AusVotes19,0.0,1.0,360564523.0,Caitlin,CaitoGrace,23 | Media and Communications Student || Columnist - The Polocrosse Magazine🐴 ||| Views are my own.,"Melbourne, Australia ",2011-08-23 12:14:47,-37.8136276,144.9630576,0.014677923,0.19467624,0.7906458,0.77596784
2019-05-18 02:03:40,1129568202764238848,The Australian government has reportedly resettled as humanitarian migrants two Rwandan men who had been charged with murder. #Auspol #Ausvotes2019 https://t.co/Tk2bUThIdk,1.0,0.0,3191642857.0,MAA Interchange,maainterchange,"March Australia Activist Interchange 

https://t.co/RgKM3FCSW5",Australia,2015-05-11 02:57:17,-25.274398,133.775136,0.77010506,0.22456299,0.0053319247,-0.76477313
2019-05-11 00:45:33,1127011830793027584,"The secret life of Angus Taylor.
#Watergate #auspol https://t.co/LPHBTzDAFa",10.0,9.0,25936696.0,Harry Larsen,berkeleyboy,"Give me your tired, your poor, Your huddled masses yearning to breathe free, The wretched refuse of your teeming shore (Inscription on Statue of Liberty)","Ballarat, Victoria",2009-03-23 02:36:59,-37.5621587,143.8502556,0.13297145,0.8412371,0.025791453,-0.10718
2019-05-18 12:23:05,1129724083619414024,This feels like the opportunity we let slip in terms of a final shot at limiting human-induced climate change in this country. I want to wake up my daughter and apologise for the shit we're leaving the next generation #auspol,0.0,1.0,297266488.0,Dan,DankoDan,Father / techhead / optimist&humanist.,"Melbourne, Australia",2011-05-12 06:56:39,-37.8136276,144.9630576,0.916932,0.07667666,0.00639138,-0.9105406
2019-05-12 05:56:11,1127452390364307456,"@danilic Promise of Australia P/L incorporated in the Cayman Islands no doubt,  to avoid tax of course . #ScottMorrison #SloganBogan #ausvotes",0.0,0.0,500246788.0,💧Ray Simon,Raysimon1953,"Former Firefighter NSWFB, Ecologist ,humanist .studied at UTS. likes science , hates neoliberal fascists.",Australia,2012-02-22 23:18:02,-25.274398,133.775136,0.16806054,0.7888195,0.043119982,-0.12494056
2019-05-18 12:01:36,1129718677153017856,“It is very clear @ScottMorrisonMP has waged an incredibly successful campaign and the indications so far are very promising”  - Former prime minister John Howard has just arrived at Liberal HQ.  #ausvotes #7NEWS https://t.co/iioo2UISGE,0.0,0.0,7.451230392982323e+17,7NEWS Gold Coast,7NewsGoldCoast,"Gold Coast news, sport and weather at 5.30pm. Got a news tip? We want your story. Email 7newsgc@seven.com.au #7NEWS","Gold Coast, Queensland",2016-06-21 05:15:51,-28.016667,153.4,0.0023544116,0.04724271,0.95040286,0.9480485
2019-05-11 14:01:23,1127212104950222848,"@GregHuntMP @billshortenmp Really this far in this is what you have
remember 3 million poor that is your legacy 
people are so much in poverty they are taking their own teeth out that is your legacy #auspol",2.0,10.0,246462977.0,💧 duncan storrar,indica2007,I Asked a question On #qanda and Now I`m over being nice so middle class can cope with the trauma of the damage they do,"Geelong, Victoria",2011-02-02 20:51:35,-38.1499181,144.3617186,0.9136495,0.07913226,0.0072182766,-0.9064312
2019-05-18 12:36:52,1129727551000260608,"Hey #auspol.

Here's a thought. Start buying rich old people candy. They'll think your being nice, and then wish they had free dental.",1.0,4.0,216507928.0,💧Rodd Clarkson,mrmintslice,I am me. I rant and rave. For me or don't.,"Victoria, Australia",2010-11-16 22:36:42,-37.4713077,144.7851531,0.31699944,0.5183076,0.16469295,-0.15230648
2019-05-18 13:22:07,1129738941354184705,"It appears that everyone is leaving Australia in masses after tonight’s election result. Great news, fuck off you whiney bastards, I hate crowds anyway. #AUSVote2019",0.0,17.0,622412489.0,Ros Scarlett,ros_scarlett,"Part owner of SW Moqueen, Royal Anthem & unraced Vittorina. Breeding fanatic. Sports lover. Penrith Panthers. Bindi the Beagle. Partner of @NoelOvington","Central Coast, New South Wales",2012-06-30 02:00:27,-33.3208415,151.2335592,0.7670746,0.14868489,0.08424051,-0.6828341
2019-05-16 03:25:55,1128864125830828032,"National Press Club

Q: Why did you walk out of the vote on SSM

NO ANSWER

🌈The next time Irael Folau decides to condemn me to HELL on social media I'm hopeful the Prime Minister of Australia isnt wishing he could hit the retweet button. 🌈

#Auspol #Ausvotes2019 #NPC",163.0,359.0,8.961663893328486e+17,💧 Sleeping Giants Oz 📣,slpng_giants_oz,"A community initiative to make racism, bigotry and misogyny less profitable 📣🌈",Australia,2017-08-12 00:28:11,-25.274398,133.775136,0.41155243,0.54400945,0.044438124,-0.3671143
2019-05-20 01:04:41,1130278132789866496,"Ok. Just a tad out of left field but think our democracy sausages may have been spiked. 

#Queensland #ausvotes https://t.co/y7FlZARL7c",4.0,11.0,2542290469.0,Ray Martin,Raymartin55,Former Army Officer ~ Standing up for #Veterans and their families ~ Team Humanity ~ Personal Account ~ Plus #AusVotes Disambiguations,"N Qld, Australia",2014-06-02 22:20:01,-20.7722295,144.7851531,0.54650396,0.4297781,0.023717992,-0.52278596
2019-05-18 00:06:27,1129538703099961344,"Happy Democracy Sausage Day,  Aussies. Vote early, vote often and put Scott Morrison out of our misery. 
And make it even sweeter by have Abbott &amp; Dutton lose their seats. 
And Bernardi. 
Oh and that twatwaffle Anning. 

Thanks in advance #auspol 🇦🇺",0.0,2.0,458264685.0,Feckin’ Eejit,GrandSoLike,"Irish ☘️ 🇮🇪, Corkonian, atheist, pro-vax, pro-science, leftie, feminist, ‘90’s grunge tragic 🤘 Cheese lover 🧀 Potato enthusiast 🥔 Rum drinker 🥃 🖖","Melbourne, Victoria",2012-01-08 11:01:36,-37.8136276,144.9630576,0.09662495,0.18503034,0.7183447,0.6217197
2019-05-12 01:39:37,1127387822313299968,Scott Morrison cut $1.6 billion from the NDIS. He is shameless. #liberallaunch #ausvotes,20.0,27.0,33216799.0,Van Badham,vanbadham,Opinionated in the @guardian & on @ABCTheDrum. Locate me via my wrangler: Jess@jessamygleeson.com. My opponents call me “the red queen”... and I rather like it.,"Melbourne, Victoria",2009-04-19 14:55:09,-37.8136276,144.9630576,0.8993375,0.092999525,0.007663002,-0.89167446
2019-05-16 06:21:55,1128908419434405888,"For all this talk of 'The Promise of Australia', does anyone have a clue as to what said promise is?

#AusPol #AusVotes2019",0.0,0.0,8.396187450099876e+17,💧Oliver Pocock,Aussie_Oliver,Curious observer of Australian Politics and member of the Australian Labor Party.  All views are my own.,"Sydney, New South Wales",2017-03-08 23:28:02,-33.8688197,151.2092955,0.30958852,0.6494404,0.040971056,-0.26861745
2019-05-11 22:00:27,1127332669900017666,"We must rip up our environmental laws to address the extinction crisis https://t.co/ZDhLFCYfg0 via @ConversationEDU
#Labor promises an independent EPA governed by science not political expediency. RKD
#Auspol #LNPfail #AusVotes",0.0,1.0,139531687.0,Ray Marx & Robyn Deane (RKD),marxdeane,"True believer, veteran, artist, BSocSc. Views my own, though mostly my darling wife Robyn Deane (RKD) together seekers of a fairer progressive world.",Bli Bli Qld Australia,2010-05-02 22:48:49,-26.618,153.037,0.5763706,0.38966814,0.033961274,-0.5424093
2019-05-16 03:59:06,1128872474521640960,How do election policies stack up for health? Check out this handy scorecard compilation https://t.co/ItlkDwuQMF #AusVotesHealth #AusVotes19 #auspol,0.0,1.0,850363093.0,Veronica Perera,vmperera,Public health professional. VCOSS health policy advisor. Tweets are my own.,Melbourne,2012-09-28 02:57:59,-37.8136276,144.9630576,0.022348339,0.8944205,0.08323116,0.06088282
2019-05-18 04:49:38,1129609969857228800,No snags at my polling booth. Devastated. #ausvotes,0.0,2.0,349575107.0,Lisa Hamilton,SeeWantShop,Blogger. Physio.   https://t.co/91hwSiF4EJ,Australia,2011-08-06 09:42:44,-25.274398,133.775136,0.5435681,0.2662772,0.19015473,-0.35341334
2019-05-15 06:53:22,1128553942881718272,"Things the Liberals want us to forget. Paladdin, HelloWorld, Great Barrier Reef Foundation, Barnaby Joyce, NBN catastrophe, doubling deficit, $80bn for banks, Union raids by Michaelia Cash, Water Buy backs for Cayman Island company #AUSVote2019 #Auspol #vote1Labor both houses . https://t.co/H2H7Uzs7KM",25.0,28.0,475780866.0,💧Lauraine knight,rainey_knight,"I Despise LNP and all RWCNJ's I'm a Lefty and proud of it , I want Equality for All and Action on Climate Change","Cairns, Queensland",2012-01-27 12:40:34,-16.9185514,145.7780548,0.66190875,0.30826887,0.029822359,-0.6320864
2019-05-12 01:19:24,1127382736841265153,Michael McCormack could literally bore a chunk of wood into a slab of stone. #liberallaunch #ausvotes,33.0,121.0,33216799.0,Van Badham,vanbadham,Opinionated in the @guardian & on @ABCTheDrum. Locate me via my wrangler: Jess@jessamygleeson.com. My opponents call me “the red queen”... and I rather like it.,"Melbourne, Victoria",2009-04-19 14:55:09,-37.8136276,144.9630576,0.58703494,0.37957436,0.033390682,-0.55364424
2019-05-18 04:15:02,1129601262285131776,#MayoVotes Georgina Downer complains of difficulties with supporters from other parties. #ausvotes https://t.co/oTXJKAT813,0.0,3.0,588732151.0,David Marler,Qldaah,Carer. Chronicler for NoFibs. More info at https://t.co/s0G6YKRmCe,"Tanah Merah, Queensland",2012-05-24 01:35:30,-27.666667,153.166667,0.40127724,0.58062685,0.018095935,-0.3831813
2019-05-18 10:39:41,1129698061280669696,"“I’m not crying, I just ate an onion.” ~ Tony Abbott on losing his seat

#auspol",3.0,27.0,296302075.0,Kirsty Webeck 🏳️‍🌈,KirstyWebeck,Comedian • Your stepdad • Gayer than Elton John straddling a rainbow • Little spoon • New show ‘Chipper’ on sale now at link below!,Melbourne,2011-05-10 14:44:53,-37.8136276,144.9630576,0.44986168,0.455112,0.095026284,-0.3548354
2019-05-12 05:19:23,1127443129198469120,First home buyers will get government support to get to a 20% house deposit if the coalition wins the federal election on May 18. #auspol #7NEWS https://t.co/cExw2oXJjE,0.0,0.0,1409219496.0,7NEWS Townsville,7NewsTownsville,"7NEWS Townsville brings you the latest in local news, sport and weather weeknights at 6pm, then 6:30pm on 7TWO. Email: newstsv@seven.com.au #7NEWS",Townsville,2013-05-07 02:30:05,-19.2589635,146.8169483,0.008219564,0.77470803,0.21707247,0.2088529
