created_at,id,full_text,retweet_count,favorite_count,user_id,user_name,user_screen_name,user_description,user_location,user_created_at,lat,long,neg,neu,pos,sentiment
2019-05-17 03:08:59,1129222250949775360,Bob Hawke had two goals as he neared the end of his life. To see his stepson Louis Pratt marry his partner and to be well enough to watch tomorrow’s election coverage https://t.co/yg9iHrggZw #ausvotes @australian,4.0,15.0,75961380.0,Rosie Lewis,rosieslewis,Federal political journalist with @australian.,Canberra,2009-09-21 04:59:54,-35.2809368,149.1300092,0.023828793,0.57343096,0.40274018,0.37891138
2019-05-18 09:43:19,1129683879227301888,Leave your onions out for Tonz #inthebin #auspol #ausvotes,3.0,6.0,2248771939.0,🅹🅺 🇦🇺✊,theUNCLEdaily,True believer,"Melbourne, Victoria",2013-12-16 13:34:36,-37.8136276,144.9630576,0.21455966,0.72359663,0.061843675,-0.15271598
2019-05-18 02:37:40,1129576760205463552,United Australia Party volunteers are getting around in shirts that can only be interpreted as saying “Aussie is aren’t gonna cop it anymore”. They done good at English #ausvotes @theTiser https://t.co/nEtYoLdXM2,13.0,71.0,85508831.0,Caleb Bond,TheCalebBond,"Columnist & journalist for @theTiser, @messengernews. @SkyNewsAust contributor. Own too many fountain pens. Fuelled by red wine & cheese. caleb.bond@news.com.au","Adelaide, South Australia",2009-10-27 06:00:42,-34.9284989,138.6007456,0.260853,0.54177344,0.1973735,-0.0634795
2019-05-14 10:16:27,1128242665210802176,"@lenoretaylor @alexbhturnbull I’d love to see a list of which politicians refused requests to go on #abc730 (and other political shows) with date and reasons. 

Ministers are so hard to find this election. #ausvotes",1.0,3.0,424923977.0,💧Show Me Policies💧,OzFacts,Can't stand politicians but love policy makers.,"this week, Sydney",2011-11-30 10:15:08,-33.8567844,151.2152967,0.4256946,0.53259677,0.04170858,-0.38398603
2019-05-20 06:41:25,1130362877594890242,"It's been a big day at the office for the re-elected Prime Minister Scott Morrison, as candidates in the Labor leadership race become clearer. @AirlieWalsh #AUSPOL #9News https://t.co/PGvpFzfrg6",1.0,1.0,36255721.0,Nine News Queensland,9NewsQueensland,Queensland's nightly 6.00pm news with @Loftea and @9MelissaDownes. Simulcast on River 94.9FM.,"Brisbane, Australia",2009-04-29 02:14:05,-27.4697707,153.0251235,0.002708134,0.28961542,0.7076765,0.70496833
2019-05-10 21:50:12,1126967698817085440,Boom! 👊🏻💥⚽️ #ausvotes #auspol https://t.co/XK0fgygABo,24.0,92.0,252404655.0,Football Victoria,footballvic,Official account of Football Victoria (FV) The governing body for #football #soccer in Victoria.,"Melbourne, Victoria",2011-02-15 03:40:01,-37.8136276,144.9630576,0.0064546047,0.12503149,0.86851394,0.86205935
2019-05-16 09:42:15,1128958834238615552,Dear Media #MSM Have the LNP released their costings? Have you been chasing them for costings? Anyone? @andrewprobyn @bennyglish @bencubby @michaelkoziol @GrogsGamut @lenoretaylor @murpharoo @annabelcrabb #auspol #ausvotes2019 #MSM,3.0,5.0,32339623.0,💧Denise Allen,denniallen,Political Commentator; LW warrior; Union; progressive Independent; former Vic State Labor MP; Disability/DWD/Industrial Hemp Adv; Passionate fighter of Tories,melbourne victoria australia,2009-04-17 07:21:12,-37.8136276,144.9630576,0.10044121,0.8715364,0.028022384,-0.072418824
2019-05-16 21:38:19,1129139037711740928,Shorten has made a compelling case for change https://t.co/zC3oCCsDbb via @theage #auspol #qldpo #ausvotes,5.0,2.0,485497413.0,🍌Leftie Troublemaker🍍,MinhKular,#antiracist #VAW #animallover #Unionthug #Truebeliever #mentalhealthnurse #snarky #Feminist #humanrights #foodie #blockedbybishop,Cape York,2012-02-07 08:14:00,-10.7,142.5166667,0.0072650593,0.27756813,0.7151668,0.7079018
2019-05-19 22:37:11,1130241013576900608,"@marxdeane People just want to hear thst everything is grand, not how dumb or poor they are #auspol #voteMalcolmTurnbull",1.0,0.0,40365839.0,snaglet,snaglet,"bus service to crow's nest 950 is being investigated by state government for the sake of communities of Highfields, Geham, Pechey ...","Valhalla, Queensland,  Oz",2009-05-15 23:59:27,-20.9175738,142.7027956,0.6703752,0.27653313,0.05309163,-0.6172836
2019-05-15 07:52:39,1128568861744193536,"This.
Don't follow how to vote cards; choose your own damn preferences. Australia👏has👏preferential👏voting. #Auspol #ausvotes https://t.co/kij8hMs8AA",9.0,16.0,1.0003030037005764e+18,Luciella Scarlett,LuciellaES,"She/her. Writer, illustrator, cosplayer, aro ace af. My name is pronounced loo-see-EH-lah. #dmsguild, #drivethrurpg #itchio #UncagedAnthology","Melbourne, Australia",2018-05-26 09:09:55,-37.8136276,144.9630576,0.76015407,0.22189829,0.017947635,-0.74220645
2019-05-18 12:38:19,1129727918744264704,"I thought this country couldn't do any worse than Abbott. How wrong I was. Still a glimmer of hope, but it looks like we go down in history as coal-hugging Luddites holding the world back and selling out our own kids. #auspol",1.0,3.0,213577104.0,Glenn Floods,Wraithaz,Zoon politikon. The opinions & responses of some kind of socialist. Curator of political memes.,Australia,2010-11-09 08:10:59,-25.274398,133.775136,0.9386816,0.05462102,0.0066974405,-0.9319842
2019-05-18 07:21:29,1129648185146654722,7NEWS: Decision Night in Australia 2019. @michaelusher &amp; @Riley7News joined by @Bowenchris &amp; @SenatorCash. Live coverage now on @Channel7 and streaming at https://t.co/EQQlP4t27T #ausvotes #7NEWS https://t.co/KhpPdgZbyw,1.0,3.0,121639467.0,7NEWS Melbourne,7NewsMelbourne,7NEWS is Melbourne's news - nightly at 6.00 with @Peter_Mitchell7 (Sun-Thur) and @mikeamor7 (Fri-Sat).,"Melbourne, Victoria",2010-03-10 03:49:54,-37.8136276,144.9630576,0.008557185,0.9249418,0.06650102,0.057943836
2019-05-18 11:37:05,1129712507449294848,I feel ill #ausvotes,1.0,0.0,2105021.0,Guy Ⓥ🇦🇺🎗🌱,greysfan,#Vegan for the animals Ⓥ🌱🏳️‍🌈♋️ Animals are friends not food #GreysAnatomy #Suits #DoctorWho #Whovian #TheGoodDoctor @LittleMix @RitaOra @SydneySwans #tennis,"Port Macquarie, NSW, Australia",2007-03-24 13:45:30,-31.433333,152.9,0.868755,0.11418536,0.01705964,-0.85169536
2019-05-20 04:33:07,1130330589364596737,"Lets help Father Bob help others...
#auspol https://t.co/TTT0hDT5wE",3.0,3.0,8.665122664678441e+17,💧Deb 👾,DebFOPA,"Extremely proud wife and mum, owner and admirer of cats, DDoS fan, dabble in politics...vote Libs/Nats out! Despise all bullies esp political and elitist.",Australia,2017-05-22 04:33:18,-25.274398,133.775136,0.010130922,0.33261105,0.65725803,0.6471271
2019-05-18 11:55:01,1129717019236954112,"I can tell you what went wrong Leigh. Australians voted for themselves and not in a good way. 
#AustraliaDecides #ABCnews24",1.0,4.0,96276462.0,Still #NotABot Robin,mahootna2,"Happily married dad of two. Sometime opinionated twat. Loves tech, science and the truth. Ever so slightly left wing (read true believer). Roos fan.","Victoria, Australia.",2009-12-12 04:40:40,-37.4713077,144.7851531,0.88585675,0.1065213,0.0076219775,-0.87823474
2019-05-20 02:35:45,1130301052044103680,Climate change: 12 excuses for inaction and how to refute them – Vox #Auspol #Qldpol #ClimateEmergency Science will always trump politicians #ClimateStrike #ClimateEmergency #ExtinctionRebellion https://t.co/lnkJeG9TG9,6.0,5.0,172081908.0,John Pratt,Jackthelad1947,Live simply so others can simply live. Climate change is a global emergency. Carbon pollution kills. Polluters should pay. Refugees need our support.,"Cairns, Queensland",2010-07-28 21:38:18,-16.9185514,145.7780548,0.22803864,0.73042655,0.04153479,-0.18650386
2019-05-18 10:43:08,1129698931560943616,"For anyone feeling bad for Tony Abbott tonight, he just effectively got a pay rise. His parliamentary pension is supposedly bigger than his salary as a back bencher. #auspol #WarringahVotes",1.0,3.0,238743081.0,David Kirkby,DaveKirkby,'The mark of a man is the refinement of the hand in action',Sydney & Grenoble,2011-01-15 23:05:49,-33.8688197,151.2092955,0.3807435,0.47163168,0.14762476,-0.23311874
2019-05-18 03:50:58,1129595205986922496,Today Australia chooses to participate in the delusion that we live in a democracy. #ausvotes,49.0,195.0,312696314.0,Partisangirl 🇸🇾,Partisangirl,"Geopol Analyst, Contrib @JournalNEO, https://t.co/PM38n7hn6A Media enquiries: syriangirlpartisan@gmail.com",Australia,2011-06-07 14:40:11,-25.274398,133.775136,0.80629206,0.1829078,0.010800179,-0.7954919
2019-05-12 07:06:08,1127469995615670273,".@ScottMorrisonMP has officially launched the Coalition's election campaign, pledging first home buyers will receive extra support to get into the market under a new policy. Labor says it will match the commitment. https://t.co/KOaejOJ0Mw @olivialeeming #auspol #ausvotes #7NEWS https://t.co/WE71UNNXhv",4.0,3.0,156464691.0,7NEWS Sydney,7NewsSydney,First For News in Sydney with @MarkFerguson_7 @michaelusher @Mel_Mclaughlin @JimWilsonTV @DavidWBrown7 https://t.co/dOBmFmUJhs,Sydney,2010-06-17 01:05:23,-33.8688197,151.2092955,0.0058131693,0.54421645,0.4499704,0.4441572
2019-05-16 00:50:02,1128824896874733568,"LNP chaos reigns,seriously how can any remotely sensible person vote for them🤔Are some people so deluded/fearful they think Morrison can run the country on his own without a competent team or brain?I despair there may be many brain dead selfish bigoted Aussies #auspol #Libchaos https://t.co/dywoPjdXxA",1.0,1.0,7.763748955171799e+17,💧cherie,cherieangela4,Clinician/ Artist/ Teacher/ Traveller,"Adelaide, South Australia",2016-09-15 10:59:34,-34.9284989,138.6007456,0.9403354,0.053331256,0.0063333684,-0.93400204
2019-05-17 07:15:12,1129284214862434305,"Interested in tomorrow's counting of the #ausvotes election? I'm planning to edit my R script from the previous election to scrape AEC data, and analyse swings in individual seats. Email me if you want the code to DIY.",5.0,16.0,484416898.0,Michael McCarthy,mickresearch,"Quantitative ecology, conservation biology, biodiversity, environmental management. Lab group @qaecology Stop violence against women.",The University of Melbourne,2012-02-06 02:46:30,-37.7983459,144.960974,0.008462765,0.83083576,0.16070145,0.15223868
2019-05-20 04:42:18,1130332900136669184,"Money bought this election. It's sad to think that for change to occur we may have to wait until something catastrophic occurs that finally cuts through to people. My reflections on Why Labor lost and what happens next. #auspol 
https://t.co/yYtTgAhCpm",1.0,1.0,373769213.0,Josh Toombs,joshtoombs,"Humanist Above All Else. Supporter of Independent, Adversarial, Fearless Journalism. Aspiring Writer",Australia,2011-09-15 04:51:01,-25.274398,133.775136,0.91031426,0.08407626,0.0056095053,-0.90470475
2019-05-19 12:02:26,1130081274008285184,"@PatsKarvelas If you really believe that PK you must be living the oft referred to bubble. Replay the interviews conducted by Sales &amp; Kelly and listen for the carefully chosen LNP preferred words. It's called dog whistling and they did it constantly. The ABC is dead to us.
#auspol",1.0,8.0,9.733251756796314e+17,💧TrapperJohn84,TrapperJohn84,Just an old leftie💧,"North QLD, Australia",2018-03-12 22:29:40,-20.7722295,144.7851531,0.8590488,0.13076714,0.010184085,-0.8488647
2019-05-18 09:30:54,1129680752809955328,"With 10% of the vote counted, @AntonyGreenABC says the figures look like 'the reverse of the opinion polls'. #AusVotes2019 #Auspol https://t.co/FKVZd7i73T",69.0,84.0,2768501.0,ABC News,abcnews,Latest news updates from the Australian Broadcasting Corp. This is an official @abcaustralia account.,Australia,2007-03-29 02:15:36,-25.274398,133.775136,0.1767758,0.79862463,0.024599545,-0.15217626
2019-05-18 10:55:16,1129701984108290048,"People don't trust Bill Shoten, it's that simple #auspol",1.0,8.0,134697823.0,David Hards,hardsy05,"West Brom, Geelong & others. Blogger for @FTSAUS Covered the Asian Cup in Melbourne.","Melbourne, Australia",2010-04-19 05:41:32,-37.8136276,144.9630576,0.7265719,0.2597741,0.013653952,-0.712918
2019-05-16 22:38:02,1129154064334241792,"@LiberalAus Tch tch tch. A statement NOT supported by evidence &amp; which completely overlooks the crucial role of healthy, well supported citizens, without which the economy is cactus. #auspol #AusVotes19 https://t.co/6SGCGnNFZt",2.0,3.0,167600122.0,💧sue travers 🌱🌏,traverselife,"Trying to live a rich, full & meaningful life while hastening slowly, exercising occasionally & writing often (or not). Cranky.",On Bunnerong land,2010-07-17 00:49:44,-33.95316469999999,151.2309623,0.84523445,0.14168832,0.0130771715,-0.83215725
2019-05-12 03:53:03,1127421402947055616,"Fantastic Final Week Rally in @billshortenmp electorate! Great to see our candidate in #KooyongVotes @JanaforKooyong with @RichardMarlesMP, @gedkearney and many other Labor ppl. #auspol #ausvotes https://t.co/yBr5o8ZzmP",6.0,12.0,8.73872774049153e+17,ALP CanterburyBranch,ALPCanterburyBr,Political organisation,"Canterbury, Melbourne",2017-06-11 12:01:19,-37.825,145.078,0.001953802,0.0132789565,0.98476726,0.9828135
2019-05-18 21:49:00,1129866503388450816,"How Scott Morrison turned the tables on Labor. #auspol Comment: 
https://t.co/TTw1iOracy",6.0,18.0,118942188.0,David Crowe,CroweDM,Chief Political Correspondent of @theage and @smh after careers at The Australian and the Financial Review.,Canberra,2010-03-02 05:08:39,-35.2809368,149.1300092,0.048340958,0.85493004,0.09672905,0.04838809
2019-05-14 02:47:35,1128129704144228352,Good to spend the morning with Stephen Smith - a great former Labor minister and a great current prepoll volunteer 🇦🇺 🗳. #auspol https://t.co/EpalTyeBlx,12.0,33.0,1.0695129409260626e+18,Patrick Gorman,PatrickGormanMP,Fed Member for Perth. Married to Jess. Dad to Leo. Policy interests🌡🔬🚞🚉✈️🚀🌏🌍🌱🚰⚖️👩‍🏫👨‍🏫👷‍♀️🏛🏭📺🔋📮🗃🗳... Authorised by P. Gorman ALP Perth,"Perth, Western Australia",2018-12-03 08:45:30,-31.9505269,115.8604572,0.0027483795,0.01816426,0.97908735,0.976339
2019-05-16 04:17:16,1128877049798582272,.@billshortenmp invokes Gough Whitlam's iconic 'It's Time' speech at the Bowman Hall in Blacktown. #ausvotes #auspol #7NEWS https://t.co/9vZfoID5cl,1.0,5.0,156464691.0,7NEWS Sydney,7NewsSydney,First For News in Sydney with @MarkFerguson_7 @michaelusher @Mel_Mclaughlin @JimWilsonTV @DavidWBrown7 https://t.co/dOBmFmUJhs,Sydney,2010-06-17 01:05:23,-33.8688197,151.2092955,0.0061728586,0.8171216,0.17670551,0.17053264
2019-05-16 00:10:00,1128814820801753088,"- Companies must pay their fair share of tax instead of sooking when overtaxed.
- Workers must be able to bargain and strike so they are citizens not beggars.
- Smaller business is where it's at - our newsagents and video stores will save us.
#auspol #tax https://t.co/yWb5h4bQFT",1.0,3.0,1.0925713779141468e+18,Together Party,TogetherParty1,"TOGETHER campaigns for the restoration of Government in the public interest, as a constructive force for positive change across our society,","Mullumbimby, New South Wales",2019-02-04 23:51:30,-28.5469354,153.4969812,0.08017545,0.64246726,0.27735722,0.19718176
2019-05-18 11:27:45,1129710159842856960,A good reminder to #auspol on Twitter that you are probably in an echo chamber. The country voted for economics over climate. The value of these is very disparate based on electoral geography.,3.0,9.0,6328522.0,Seb Ruiz,sebr,"would rather be in the ocean, but when I can’t be there I’m @Canva. previously 10y @Atlassian","Tamarama, Sydney, Australia",2007-05-25 22:43:33,-33.898,151.268,0.5238297,0.44331065,0.03285971,-0.49097
2019-05-13 02:37:10,1127764694112948224,"Berry: Mrs DE was quite deaf [and her hearing aid and glasses] would have been helpful for her.
Understatement by #BUPA at the #agedcarerc and making the vulnerable feel utterly disempowered. #ausvotes #agedcare #NicolaRoxon https://t.co/OKBnzsMXlQ",1.0,2.0,82550344.0,💧Corporate Governance,CorpGovResearch,"Tweets by Dr MJ dela Rama, academic with interests in #corpgov, #corruption, #bizethics and #agedcare. Disclaimers apply. #Gehry header credit: Andrew Worssam","Sydney, Australia",2009-10-15 05:52:11,-33.8688197,151.2092955,0.7570541,0.2291355,0.013810489,-0.7432436
2019-05-18 14:39:45,1129758477793026054,Australia Decides: Prime Minister @ScottMorrisonMP has declared victory in the 2019 federal election. https://t.co/Rql2EcSpjF #ausvotes #7NEWS https://t.co/DHDNo3KkxN,7.0,11.0,63362429.0,7NEWS Australia,7NewsAustralia,@7NewsSydney @7NewsMelbourne @7NewsBrisbane @7NewsAdelaide @7NewsPerth https://t.co/DU1c7lI1wg,Australia,2009-08-06 03:54:12,-25.274398,133.775136,0.007044943,0.47295997,0.5199951,0.5129501
2019-05-18 01:08:47,1129554389012688896,"The homophobic and transphobic conversation the @GChristensenMP HTV team is having with a voter is making my blood boil. It’s not the 1800s anymore, we don’t behave like that. #auspol",2.0,7.0,496554610.0,Luke 🚀,lukeacl,"ಠ_ಠ; if you like water you'll already like 72% of me; abandon all hope, ye who enter here; dev; auspol; if found, return to @mardukian; ","Townsville, Queensland",2012-02-19 02:39:46,-19.2589635,146.8169483,0.9303112,0.06517222,0.0045166044,-0.9257946
2019-05-14 22:43:06,1128430563067514880,Scott Morrison has accused Bill Shorten of a 'grubby' and 'desperate' bid to alter the election agenda and distract voters from his high-taxing policies by politicising the PM's faith in the final days of the campaign #auspol #ausvotes  https://t.co/IhbrlVlYo5,4.0,24.0,9609632.0,The Australian,australian,News from The Australian newspaper and The Australian Online.,"Sydney, Australia",2007-10-22 23:57:33,-33.8688197,151.2092955,0.6564653,0.33373472,0.00980001,-0.6466653
2019-05-15 04:36:28,1128519491678347264,"It's exactly what this election is about Scott Morrison. It's what you made it about. 

You who would not involve yourself when your candidates were caught out making hateful SM posts - 'the party dealt with it'. You who condemned Luke Creasey but supports John Alexander. #auspol https://t.co/iPaSOVDMKF",10.0,8.0,2332818674.0,💧Teresa Randal,RandaltsRandal,"Specialist teaching consultant-ret. due to MS. Legs shot, brain in fantastic nick. Past passionate Liberal💧","Queensland, Australia",2014-02-08 03:59:44,-20.9175738,142.7027956,0.804155,0.1857616,0.010083405,-0.7940716
2019-05-17 02:46:50,1129216678510727169,"Perfectly OK for Morrison to govern in minority government but now he's raving that a minority Labor Government wouldn't have a mandate.
Born to rule lie.
#ausvotes",3.0,3.0,175238215.0,Prince Fed up,somuchbullsh,Tired of the media gods and politicians who take us for fools and treat us like children. Tired of their silence on asylum seekers. Interested in facts.,Australia,2010-08-06 01:56:42,-25.274398,133.775136,0.7223749,0.25662395,0.021001186,-0.70137376
2019-05-18 08:43:36,1129668848980901888,Felt like an appropriate night to visit this important cultural landmark #auspol #ausvotes https://t.co/mEFb7THvvE,3.0,6.0,2368203457.0,Alex Choros,a_choros,"Managing Editor @WhistleOut_AU. Host @TheGadgetGrill. Occasional host Life & Tech @2GB873 @NewsTalk4BC. Long hair, don't care. 📱🍷🤘 alex.choros@whistleout.com","Sydney, Australia",2014-03-02 03:27:02,-33.8688197,151.2092955,0.0030642645,0.072263256,0.9246724,0.92160815
